cx	cy	x	y	score	nptumor	nphit	tumor	name	status	top
998.4940712986522	-55.8108721241509	1051.2665946503237	-13.0547862080034	0.939	934	244	BRCA	SORAFENIB	Approved in cancer	KRAS | NF1 | AKT1
1091.6913909807886	39.2199740596016	1049.9133170523992	-8.12966073725124	0.939	202	53	LAML	SORAFENIB	Approved in cancer	KRAS | FLT3 | NF1
209.1830793072934	11.4269295069957	178.72685640133818	-8.76070736142174	0.0008	512	56	UCEC	NETOGLITAZONE	Experimental	TSC2 | TSC1 | CTNNB1
269.27915785337433	12.5028383500226	205.12448306207145	-3.45600752237647	0.0004	202	22	LAML	GTP-14564	Experimental	FLT3 | KIT | PDGFRB
785.383031639838	-51.6346259396342	679.316977642428	-12.2616535807791	0.535	169	41	READ	GDC-0032	Clinical trials in cancer	KRAS | PIK3CA | ERBB2
1126.0662163296513	-41.0031126698736	1092.9205439060502	2.35221979202879	0.983	423	97	COAD	ARSENIC TRIOXIDE	Approved in cancer	KRAS | NRAS | SMAD4
212.318576671354	-86.1971159216883	211.9135068258184	-0.62161436037286	0.0004	934	216	BRCA	GDC-0077	Experimental	PIK3CA
138.96764312534665	47.5730277691789	196.68547067300602	19.3824631062407	0.0004	934	233	BRCA	MSC-2363318A	Experimental	AKT1 | PIK3CA
582.3147710504624	4.96994495483113	554.8581901853208	4.0094699985882	0.395	512	60	UCEC	IRBESARTAN	Approved in other pathologies	CTNNB1 | CHD8 | MAPK7
188.21188723578933	54.0406044165074	216.3000756972049	30.3235932278285	0.0004	512	106	UCEC	AZD8186	Experimental	KRAS | PIK3CA
190.42777020962325	-30.8624780333386	192.0377535580412	-5.8422586641791	0.0008	543	78	LUAD	FR 180204	Experimental	KRAS | NRAS | BRAF
891.0045769552975	-1.84205858255214	906.6817889758036	0.000316128768190538	0.784	264	33	SKCM	CELECOXIB	Approved in other pathologies and in clinical trials in cancer	PTPN11 | PTEN | CTNNB1
198.3422782512178	-52.9330373229936	205.01728741785766	21.8284909468748	0.0008	343	51	HNSC	(1S,6BR,9AS,11R,11BR)-9A,11B-DIMETHYL-1-[(METHYLOXY)METHYL]-3,6,9-TRIOXO-1,6,6B,7,8,9,9A,10,11,11B-DECAHYDRO-3H-FURO[4,3,2-DE]INDENO[4,5-H][2]BENZOPYRAN-11-YL ACETATE	Experimental	RAC1 | PIK3CA | SOS1
929.9648290370617	-51.2884416835925	916.5158711166017	-15.6791159974725	0.812	57	24	PAAD	IXABEPILONE	Approved in cancer	KRAS
726.0246121148058	-38.5226022460033	729.2676763953248	-2.2590678612828	0.593	343	61	HNSC	SF1126	Clinical trials in cancer	STK11 | PTEN | RAC1
953.930034704988	-54.1171980191303	946.6016594094286	-0.862933334352874	0.822	264	108	SKCM	DABRAFENIB MESYLATE	Approved in same tumor type	BRAF | MAP2K1 | MAP2K2
543.813060010716	-33.1225099815105	524.9360912495833	-3.68078901878425	0.371	264	30	SKCM	IRBESARTAN	Approved in other pathologies	AKT3 | CTNNB1 | MAP2K1
365.7201130860823	-3.10238089171611	367.71884610203773	3.72506134069454	0.181	264	34	SKCM	ELLAGIC ACID	Clinical trials	GNA11 | BTK | GNAS
941.7523680690099	32.6768974411975	963.8994290978102	-4.97591979354752	0.852	512	111	UCEC	IRINOTECAN	Approved in cancer	KRAS | PIK3CA | ERBB2
684.8672267979881	-11.6185962579439	686.7493967308084	-10.8052346304829	0.526	202	31	LAML	PIMASERTIB	Clinical trials in cancer	KRAS | NF1 | KIT
168.4155639818607	-45.1692084074043	199.83368601485873	-4.18272032395271	0.0006	264	35	SKCM	CHEMBL94417	Experimental	CYBB | AKT3 | GNAS
970.8347925454312	84.4397550434427	1063.830869567794	0.191167955720175	0.93	435	185	THCA	DASATINIB	Approved in cancer	KRAS | BRAF | SOS1
1093.2584430920242	-36.647190004411	1055.6039894207163	4.78806717841485	0.954	543	107	LUAD	PACLITAXEL	Approved in same tumor type	KRAS | TP53 | BRAF
859.1890246465885	1.06494552714668	872.0429634657924	-0.00833309521613046	0.744	512	82	UCEC	RALOXIFENE	Approved in other pathologies and in clinical trials in cancer	PIK3CA | PRKACA | RAF1
684.5344076241739	-5.07525620075253	706.7933008735764	1.60350016121549	0.562	599	77	GBM	GSK2636771	Clinical trials in cancer	NRAS | KRAS | PTPN11
138.87301159391328	-127.947698491292	220.56475877830744	85.1369620763412	0.0008	264	194	SKCM	2-[(4-ETHYNYL-2-FLUOROPHENYL)AMINO]-3,4-DIFLUORO-N-(2-HYDROXYETHOXY)BENZAMIDE	Experimental	NF1 | NRAS | KIT
342.87441989641286	37.3000818085893	244.48759715925067	8.94804782924734	0.0006	57	24	PAAD	HYPOTHEMYCIN	Experimental	KRAS
1102.7598806624417	37.391118009856	1096.7463434163767	0.682522263242959	0.984	222	66	LGG	PACLITAXEL	Approved in cancer	TP53 | KRAS | BRAF
195.25906301787452	-17.9836988124554	181.33017186088463	-23.4433517288105	0.0006	512	76	UCEC	(S)-N-(1-(3-CHLORO-4-FLUOROPHENYL)-2-HYDROXYETHYL)-4-(4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE	Experimental	KRAS | NRAS | BRAF
198.74567279225252	-45.0203290542095	190.46303385298063	4.50500789504122	0.0008	264	27	SKCM	O-PHOSPHO-L-TYROSINE	Experimental	KIT | PTEN | GNAS
1179.7579545927802	8.50566131138436	1020.0963741463064	-34.4997370496487	0.94	435	211	THCA	DABRAFENIB	Approved in cancer	KRAS | NRAS | BRAF
744.5152752794506	-35.0569123418304	739.1559935051838	10.7735664749684	0.594	423	83	COAD	SF1126	Clinical trials in cancer	KRAS | NRAS | ESR1
1117.5573890077223	-29.9031547007797	1082.671734562669	5.64630326650126	0.987	543	104	LUAD	BOSUTINIB	Approved in cancer	KRAS | RB1 | SMAD4
993.4361114221275	-21.3705203064882	1031.777399065392	2.64202400737554	0.93	543	83	LUAD	ERLOTINIB	Approved in same tumor type	KRAS | BRAF | EGFR
297.5667107415273	-0.879605734643661	179.3191831692402	-41.8796650050095	0.0006	435	211	THCA	N-(5-{3,4-DIFLUORO-2-[(2-FLUORO-4-IODOPHENYL)AMINO]PHENYL}-1,3,4-OXADIAZOL-2-YL)ETHANE-1,2-DIAMINE	Experimental	KRAS | NRAS | BRAF
1023.194839130039	18.6002968695146	1034.6669793822566	-0.283756350626163	0.927	502	65	KIRC	BEVACIZUMAB	Approved in cancer	VHL | MTOR | PIK3CA
1135.7083670072054	-52.0107025093689	1079.7754524388602	15.2146456184946	0.982	264	132	SKCM	DOCETAXEL	Approved in cancer	KRAS | VHL | AKT3
637.010537186658	27.7942094541059	579.131045487227	40.0182343681061	0.437	57	24	PAAD	REFAMETINIB	Clinical trials in cancer	KRAS
659.1452409932959	-58.6615309210385	705.630813434723	-2.87055917769067	0.583	423	74	COAD	OBATOCLAX	Clinical trials in cancer	TP53 | NRAS | MTOR
624.7523001187784	-40.7568452189676	691.3287388426163	13.0326637449905	0.534	934	314	BRCA	NAVITOCLAX	Clinical trials in cancer	KRAS | TP53 | MAP2K1
311.17992778288465	-11.91604370762	163.4365112617384	-26.949916455343	0.0004	57	24	PAAD	PKI-402	Experimental	KRAS
1051.9227070518903	-96.5442004790591	1023.9882394039527	-28.5782147537266	0.932	264	148	SKCM	BORTEZOMIB	Approved in cancer	KIT | KRAS | VHL
260.40079764390657	111.557292024098	160.07731130801636	-39.4268732384779	0.0004	435	211	THCA	LY3009120	Experimental	KRAS | NRAS | BRAF
196.01629063668665	25.1304427314789	196.52227978756684	-16.1294156884949	0.0008	543	92	LUAD	N-(5-{3,4-DIFLUORO-2-[(2-FLUORO-4-IODOPHENYL)AMINO]PHENYL}-1,3,4-OXADIAZOL-2-YL)ETHANE-1,2-DIAMINE	Experimental	KRAS | NF1 | NRAS
101.21615333100216	-46.0028951622081	224.39696498794189	10.973803422818	0.0008	264	39	SKCM	STAUROSPORINE	Experimental	RB1 | PTPN11 | PTEN
708.6940850136966	-14.0665208763153	669.0422342003164	-7.34818678268391	0.523	202	22	LAML	TANDUTINIB	Clinical trials in cancer	FLT3 | KIT | PDGFRB
142.8323676715948	15.9134098051145	207.4398832070688	-5.14566317069853	0.0004	543	68	LUAD	NSC632839	Experimental	KRAS | CTNNB1 | TRIO
1089.3454790523517	3.54771696012742	1043.6668427929524	-20.0890956495077	0.981	264	44	SKCM	TAMOXIFEN	Approved in cancer	GNA11 | BTK | MAP2K1
373.02437073862893	-9.16133305517411	357.8175018852675	1.4547412138113	0.183	264	35	SKCM	PH-797804	Clinical trials	CYBB | AKT3 | GNAS
137.42317051738715	6.69215067966013	207.67691156975957	9.4718888682537	0.011	343	46	HNSC	TRIPTOLIDE	Clinical trials	CTNNB1 | PIK3CA
1002.4118159743967	31.7886844396687	1053.2541017904705	6.26335502414213	0.95	423	83	COAD	IMATINIB	Approved in cancer	KRAS | SMAD4 | BRAF
169.8323348717595	14.7143050862653	236.86442423478215	1.78651673834588	0.0006	512	77	UCEC	2-[(4-ETHYNYL-2-FLUOROPHENYL)AMINO]-3,4-DIFLUORO-N-(2-HYDROXYETHOXY)BENZAMIDE	Experimental	KRAS | NF1 | NRAS
628.1217252997383	86.1683562294929	669.0860924129225	7.42135371405809	0.512	57	25	PAAD	SARACATINIB	Clinical trials in cancer	KRAS | SMAD4
971.4350087921094	-44.8174864888505	1046.8415575592712	-3.62328301908906	0.94	512	86	UCEC	FULVESTRANT	Approved in cancer	PIK3CA | ERBB2 | CDK6
171.82079229863623	-19.2751180274833	207.4469986442336	-0.523296402377127	0.0004	343	52	HNSC	PIPERLONGUMINE	Experimental	CTNNB1 | RAC1 | PIK3CA
1029.4597962497648	-22.0746473821962	1046.5916517454361	2.20456727975761	0.946	423	82	COAD	PANOBINOSTAT	Approved in cancer	KRAS | SMAD4 | BRAF
730.241831960392	4.7836502943747	676.2897166110715	0.293715909638308	0.534	202	23	LAML	DOVITINIB	Clinical trials in cancer	FLT3 | KIT | KDR
902.5823907707006	73.4377786065082	927.4182214504845	-2.85966438201493	0.822	57	24	PAAD	CRIZOTINIB	Approved in cancer	KRAS | ETV6
186.55991464625052	-29.0913633435599	196.64745387792956	9.01727974827509	0.0004	543	64	LUAD	PKI-402	Experimental	KRAS | PIK3CA
626.2135657958839	-18.0686806775897	682.9165815596194	-3.67932990360987	0.534	153	16	BLCA	ZSTK474	Clinical trials in cancer	PIK3CA | SOS1 | HRAS
1008.6596491095873	5.03935141299209	1069.3379087577848	-4.40414689309318	0.96	343	56	HNSC	COBIMETINIB	Approved in cancer	RAC1 | PIK3CA | NF1
795.9277907946414	-36.0115919733524	730.6715869262462	-5.31262600337277	0.583	292	36	STAD	CC-223	Clinical trials in cancer	KRAS | PIK3CA | ERBB4
948.9473425953718	40.9372819788164	965.9038815495578	7.12636191232531	0.854	169	41	READ	GEMCITABINE	Approved in cancer	KRAS | PIK3CA | ERBB2
962.7222362310719	-23.8740856230687	939.9816968404666	3.92991541454285	0.822	423	75	COAD	ERLOTINIB	Approved in cancer	KRAS | BRAF | ERBB2
574.6869440741904	13.8951495762377	577.160320289809	-7.88353048147201	0.422	512	59	UCEC	MK-1775	Clinical trials in cancer	KRAS | NRAS | TRRAP
664.6529958045045	52.412403617078	571.1302780432301	-5.60605221633887	0.423	512	106	UCEC	RIGOSERTIB	Clinical trials in cancer	KRAS | PIK3CA
210.0063296823439	59.3118374669517	160.06681284784415	5.80182467151167	0.0004	512	118	UCEC	PARBENDAZOLE	Experimental	TRIO | CTNNB1 | MTOR
215.46477034336706	5.73677396162822	173.35837308677017	2.86518177090397	0.0006	512	54	UCEC	BROLUCIZUMAB	Experimental	VHL | CTNNB1 | MTOR
683.9102017822313	22.8690832988199	699.9996060513187	0.00347373398722084	0.556	543	83	LUAD	RAF265	Clinical trials in cancer	KRAS | BRAF | EGFR
1002.2572914492072	-39.3279477671859	1017.3077940670313	0.0580878224150183	0.91	343	46	HNSC	ADO-TRASTUZUMAB EMTANSINE	Approved in cancer	PIK3CA | EGFR
239.61346540230232	9.81386732007593	201.01065738341126	-1.75674716237359	0.0006	502	59	KIRC	CHEMBL243978	Experimental	VHL | MTOR
487.78925162294735	-21.2792256191433	488.9998807151283	-0.000392695744039884	0.321	599	118	OV	EDARAVONE	Approved in other pathologies	TP53 | MAPK14 | MAP3K5
737.2778544778889	-84.8573675540161	684.666307345448	-6.84717140515704	0.582	264	128	SKCM	AT-101	Clinical trials in cancer	VHL | AKT3 | BRAF
234.93069192420586	-49.6000382477852	197.6151804563062	-17.6827306216262	0.0006	512	77	UCEC	N-(5-{3,4-DIFLUORO-2-[(2-FLUORO-4-IODOPHENYL)AMINO]PHENYL}-1,3,4-OXADIAZOL-2-YL)ETHANE-1,2-DIAMINE	Experimental	KRAS | NF1 | NRAS
758.3920246922512	-17.918414715556	718.0034466538119	-8.73822378103205	0.6	423	92	COAD	BINIMETINIB	Clinical trials in cancer	KRAS | NRAS | NF1
523.9741702736455	115.101912653683	584.1057644718803	-18.0835744273666	0.413	435	185	THCA	1096708-71-2	Clinical trials in cancer	KRAS | BRAF
161.46145918976652	35.1633789157611	173.4576207224769	-14.9765667232177	0.0004	934	216	BRCA	GSK2334470	Experimental	PIK3CA
739.9575719701165	-56.4474124412162	742.4372707004173	-8.21862259143973	0.597	343	61	HNSC	PKI-587	Clinical trials in cancer	STK11 | PTEN | RAC1
940.6302142557249	-10.7399828408219	949.0001373621702	-0.000251941913575138	0.832	153	16	BLCA	GEMCITABINE	Approved in cancer	IDH1 | PIK3CA | HRAS
607.7118484681727	-64.3640508656056	606.0600579340025	-5.52899332912421	0.452	423	57	COAD	VOLASERTIB	Clinical trials in cancer	KRAS
918.4630996136301	68.8016796566285	977.1109437309674	-11.9480740492352	0.833	57	24	PAAD	CABOZANTINIB	Approved in cancer	KRAS
1107.7187590336011	16.6685649130588	1076.644691955014	2.28045857898223	0.981	292	39	STAD	ERIBULIN	Approved in cancer	MAP2K1 | CREBBP | TP53
580.9257135813053	11.07267456645	599.3798705051759	-17.7380475464468	0.432	934	216	BRCA	NVP-BGJ398	Clinical trials in cancer	KRAS | PIK3CA
730.1497659734324	48.5748465433358	688.2577309799399	-6.08616487131872	0.53	934	227	BRCA	391210-10-9	Clinical trials in cancer	KRAS | NF1 | MAP2K1
210.10465030800748	-7.58977936402695	206.73574409033867	20.2069537563298	0.0006	423	66	COAD	OBLIMERSEN	Experimental	TP53 | MTOR | BRAF
719.967836179762	-25.1626039210658	711.0689766548737	12.7451926207318	0.565	423	66	COAD	MLN1117	Clinical trials in cancer	KRAS | MTOR | PIK3CA
423.9767392106362	-9.71367222228582	401.2396464061449	-7.50547931105621	0.232	264	106	SKCM	NIVOLUMAB	Approved in other pathologies	KRAS | BRAF
1066.7263659240407	-39.1882505011035	1082.4125290433217	12.9266933935237	0.982	423	104	COAD	DOCETAXEL	Approved in cancer	KRAS | TP53 | MTOR
638.4658688413789	-53.9620002897774	673.3812475326207	5.04675751979664	0.525	202	31	LAML	TAK-733	Clinical trials in cancer	KRAS | NF1 | KIT
387.8455171510913	18.4616795217252	390.2733827022325	8.83639953205821	0.213	57	24	PAAD	PEMBROLIZUMAB	Approved in other pathologies	KRAS
573.7224006009662	-24.6620188226545	596.1584553413958	-7.32399847707075	0.432	343	46	HNSC	LINSITINIB	Clinical trials in cancer	PIK3CA | EGFR
713.676950365997	-95.8151354170177	749.8133616981902	-7.7611839648996	0.6	543	101	LUAD	SELUMETINIB	Clinical trials in cancer	KRAS | NF1 | NRAS
728.3437711362103	-32.869540041652	729.3780629531442	8.88041630051839	0.592	153	23	BLCA	GSK2636771	Clinical trials in cancer	NRAS | PTEN | PIK3CA
881.7945013871256	-50.9772097299528	923.8011559254597	14.9818283353209	0.833	435	211	THCA	RIBOCICLIB	Approved in cancer	KRAS | NRAS | BRAF
727.7566287092849	-9.49135055166124	690.6838863076803	-0.645197185496954	0.536	502	66	KIRC	CEDIRANIB	Clinical trials in cancer	VHL | MTOR | FGFR3
983.2775033378718	-2.61238851712207	931.9835181287679	2.84954884230046	0.814	202	23	LAML	ATEZOLIZUMAB	Approved in cancer	KRAS | NRAS
226.7722973211572	-49.4766477063078	191.05588138821702	-47.2915386408254	0.012	264	68	SKCM	SCYLLO-INOSITOL	Clinical trials	NRAS
1036.7274131939967	-14.4659487454314	1027.1261241158813	2.9436917423393	0.924	599	122	OV	PACLITAXEL	Approved in cancer	KRAS | TP53 | PIK3CA
483.7308146299592	-31.3464533188587	489.2895621447785	0.00120391610244042	0.321	423	61	COAD	CHOLINE	Approved in other pathologies	KRAS | RAF1 | MAPK1
825.130334952966	-34.4362262280874	688.7488339927527	1.04851790566227	0.526	435	211	THCA	212631-79-3	Clinical trials in cancer	KRAS | NRAS | BRAF
197.00097331163894	51.6689246412148	191.85939619078212	26.5927669602968	0.0006	57	6	PAAD	OBLIMERSON	Experimental	TP53
709.0344736269648	-49.7117752193613	738.4445060326356	1.85576630792411	0.594	153	23	BLCA	APITOLISIB	Clinical trials in cancer	NRAS | PTEN | PIK3CA
929.7141993777901	24.6007888968144	957.8632791589131	2.67409664620322	0.842	512	78	UCEC	STREPTOZOCIN	Approved in cancer	PIK3CA | MMP2
190.42566978166948	-38.8926256550006	190.01556740899676	-4.08177954915618	0.0006	264	35	SKCM	3-FLUORO-5-MORPHOLIN-4-YL-N-[3-(2-PYRIDIN-4-YLETHYL)-1H-INDOL-5-YL]BENZAMIDE	Experimental	CYBB | AKT3 | GNAS
757.5554675304061	-46.6493248531414	718.5918894189671	4.61912434911551	0.575	599	74	GBM	PF-04691502	Clinical trials in cancer	NRAS | KRAS | PTPN11
478.5009521406416	4.25826358443237	572.7766372202789	3.40200173367799	0.433	169	41	READ	CUDC-907	Clinical trials in cancer	KRAS | PIK3CA | ERBB2
194.45370473295765	18.9142553270876	188.37422325794194	16.0189377001484	0.0004	343	55	HNSC	LY2183240	Experimental	CTNNB1 | RAC1 | COL1A1
272.4647905265155	33.8528027630858	223.5924613157485	29.3125950793694	0.0004	512	82	UCEC	P-0850	Experimental	PIK3CA | BRAF | TRRAP
759.2420198006336	-27.4146421352135	739.9796192407288	-3.96483999335987	0.595	153	23	BLCA	PF-04691502	Clinical trials in cancer	NRAS | PTEN | PIK3CA
839.1547378079921	-9.78512331024083	835.2703376300996	1.87631449422497	0.704	343	47	HNSC	RALOXIFENE	Approved in other pathologies and in clinical trials in cancer	PIK3CA | MAP2K1 | PRKACA
912.8048151373436	-22.7751000608935	911.7573563994541	0.00944947421567122	0.792	264	34	SKCM	SULFASALAZINE	Approved in other pathologies and in clinical trials in cancer	TSC1 | AKT3 | BTK
559.3730503402444	15.112973135904	578.6904473163953	-2.82000866153453	0.432	512	77	UCEC	LY2780301	Clinical trials in cancer	PIK3CA
776.4932672770599	-23.2105328340283	718.3103530231341	16.8406751093257	0.593	512	78	UCEC	BMS-908662	Clinical trials in cancer	KRAS | NF1 | NRAS
717.9279830811483	28.903123667832	770.6817938083344	-10.2162410026031	0.594	264	55	SKCM	XL-999	Clinical trials in cancer	KIT | PTEN | GNAS
