x	y	score	nptumor	nphit	tumor	name	status	top	cx	cy
1353.8094362774782	0.6983291895062109	0.8210000000000001	89	7	ACC	LENALIDOMIDE	Approved in cancer	CTNNB1	1268.319488066647	113.37919399997065
255.481794892014	-5.282471723384987	0.0004	89	7	ACC	NUTLIN-3A (-)	Experimental	CTNNB1	263.6539571958376	145.95093359441074
1354.218448305997	4.5966244223411366	0.8220000000000001	89	6	ACC	DAUNORUBICIN HYDROCHLORIDE	Approved in cancer	TP53	1289.9953850742966	-38.3143290454131
1361.8820853664934	3.0996622805978973	0.8220000000000001	89	6	ACC	ETOPOSIDE	Approved in cancer	TP53|ATM	1373.843096826584	123.13288420303257
1363.7536968554152	-6.8130346576258205	0.8220000000000001	89	6	ACC	CRIZOTINIB	Approved in cancer	TP53	1282.115298231583	-14.10700340249781
1344.5482550562601	-5.6857821912648205	0.812	89	6	ACC	DOXORUBICIN HYDROCHLORIDE	Approved in same tumor type	TP53	1258.9415367525783	-14.668700279298236
1353.4540957225424	-3.245596903481129	0.8220000000000001	89	6	ACC	IBRUTINIB	Approved in cancer	TP53|ATM	1388.7083464648804	33.93598837619689
1347.2653720789924	-3.1931022049754745	0.812	89	6	ACC	IFOSFAMIDE	Approved in cancer	TP53	1302.8334759163054	202.56481168944435
1346.1846118840276	4.065945317325799	0.812	89	6	ACC	MECHLORETHAMINE HYDROCHLORIDE	Approved in cancer	TP53	1259.752029580018	33.86485383954803
1359.2750814857652	10.263644132984211	0.8220000000000001	89	6	ACC	MELPHALAN	Approved in same tumor type	TP53	1337.6800312630808	-66.68517051920017
1347.1015585773982	0.4953847596520973	0.812	89	6	ACC	METHYLPREDNISOLONE	Approved in cancer	TP53	1334.3377749700567	-16.108790411917738
1360.7263575095365	-0.41992798160026723	0.8220000000000001	89	6	ACC	MITOXANTRONE	Approved in cancer	TP53	1275.555618878646	8.435415633835277
1363.220153550826	-3.1649666158299965	0.8220000000000001	89	6	ACC	MITOXANTRONE HYDROCHLORIDE	Approved in cancer	TP53	1351.587864486221	93.21537552958313
1359.824254331873	-4.613480157676662	0.8220000000000001	89	6	ACC	PANITUMUMAB	Approved in cancer	TP53	1326.6833820672298	-47.111695470969295
1397.845347820342	2.7106313464559832	0.8520000000000001	89	6	ACC	PAZOPANIB	Approved in cancer	TP53	1414.0537863712693	-5.072564301408363
1344.829479650096	7.498627564423117	0.812	89	6	ACC	RITUXIMAB	Approved in cancer	TP53	1352.7796895227661	20.043844285165704
1350.3425990882379	-5.2397895405205475	0.812	89	6	ACC	TAMOXIFEN CITRATE	Approved in cancer	TP53	1311.3916912648906	-72.99356410315515
1364.3508930664293	0.34224028435227183	0.8230000000000001	89	6	ACC	TEMOZOLOMIDE	Approved in cancer	MSH6|TP53	1314.960253046594	-169.6834338986345
1350.386208575926	-1.1991624635484186	0.812	89	6	ACC	TRABECTEDIN	Approved in cancer	TP53	1271.3687502557134	6.140229582260446
1348.4855544298641	6.956840906173568	0.812	89	6	ACC	TRIFLURIDINE	Approved in cancer	TP53	1349.2038476851021	-21.661406357938745
1306.4169277276887	0.43743153355438835	0.782	89	6	ACC	ASPIRIN	Approved in other pathologies and in clinical trials in cancer	TP53	1215.1480178497595	41.43300340057431
1089.612177647121	-3.5522547421280706	0.622	89	6	ACC	CLADRIBINE	Approved in other pathologies and in clinical trials in cancer	TP53	1053.857787972924	-97.92631429297255
1091.4625921695797	-0.35148889816687756	0.622	89	6	ACC	AZACITIDINE	Approved in other pathologies and in clinical trials in cancer	TP53	1052.810521228998	-35.98241253654979
1076.4624351843559	-1.7373991751701396	0.612	89	6	ACC	CHLORAMBUCIL	Approved in other pathologies and in clinical trials in cancer	TP53	1070.5419216258306	-61.149645119851115
1087.7665932325199	-0.3486858190557598	0.622	89	6	ACC	DAUNORUBICIN	Approved in other pathologies and in clinical trials in cancer	TP53	1012.3705663947128	19.08358915018559
1074.8459865755224	1.587868627522539	0.612	89	6	ACC	ENALAPRIL	Approved in other pathologies and in clinical trials in cancer	TP53	1034.3283843842064	-77.94047081416468
1078.5326885328018	1.3258673340061478	0.612	89	6	ACC	FENOFIBRATE	Approved in other pathologies and in clinical trials in cancer	TP53	1035.7373973544304	-110.06406750236319
1326.9832146323906	-3.42126121089035	0.797	404	228	BLCA	SELUMETINIB	Approved in other pathologies and in clinical trials in cancer	CDH1|NF1|PTEN	1179.7192121851563	140.3417986481445
1603.1421871396678	-1.913392624774957	1	404	224	BLCA	ALPELISIB	Approved in cancer	HRAS|TP53|PTEN	1596.2548161886803	-170.64079069858312
1528.597432244796	0.4580132762997948	0.949	404	219	BLCA	TRAMETINIB	Approved in cancer	TP53|NF1|RB1	1578.634341528464	-133.5127054910502
1453.5545091906092	-40.83485991391049	0.893	404	215	BLCA	BORTEZOMIB	Approved in cancer	KRAS|TP53|RB1	1483.5055700322005	-241.81054641493165
1189.6580407425804	0.11363586190481101	0.694	404	215	BLCA	DASATINIB	Approved in other pathologies and in clinical trials in cancer	KRAS|HRAS|TP53	1135.0775313227698	143.26254593945902
989.543276405927	-1.9352385809707755	0.546	404	204	BLCA	CAPIVASERTIB	Clinical trials in cancer	KRAS|TP53|PTEN	897.642355622154	3.488142529421509
1472.4396795282091	11.838422796703497	0.893	404	196	BLCA	CISPLATIN	Approved in same tumor type	PTEN|BRCA1|ATM	1402.3321023275053	-148.0302891482587
1452.4184876836637	9.637839686104059	0.893	404	191	BLCA	PACLITAXEL	Approved in cancer	PTEN|BRCA1|ATM	1367.0202782896815	-257.93435015987575
1168.5704683730246	0.8377156631616458	0.6829999999999999	404	191	BLCA	SIROLIMUS	Approved in other pathologies and in clinical trials in cancer	HRAS|TP53|RB1	1116.5100237689182	-52.47348845873307
1470.3698650348713	-8.164002017393386	0.892	404	190	BLCA	FLUOROURACIL	Approved in cancer	TP53|PTEN|ATM	1502.4921550441502	-152.69120562628893
914.9237443942116	15.623265900418659	0.493	404	190	BLCA	SAPANISERTIB	Clinical trials in cancer	TP53|PTEN|RB1	858.3130710904061	-26.95150658059117
1429.137961142643	32.72884889045997	0.8730000000000001	404	189	BLCA	DOXORUBICIN	Approved in same tumor type	KMT2A|BRCA1|ATM	1397.891492875581	-110.44147993763492
1424.7354335103425	-6.795987289415109	0.8720000000000001	404	189	BLCA	OLAPARIB	Approved in cancer	PTEN|BRCA1|ATM	1289.6051782071972	41.14040833173445
1440.2631874360911	-18.8440792464026	0.882	404	188	BLCA	BEVACIZUMAB	Approved in cancer	KRAS|HRAS|TP53	1462.5954031384185	40.06980994650439
644.2694744423313	-4.6586132516004	0.292	404	188	BLCA	GEMCITABINE	Approved in other pathologies	TP53|PTEN|BRCA1	607.2425499644753	18.25328638156904
1571.9175762440725	-1.754737519057386	0.98	404	187	BLCA	DABRAFENIB	Approved in cancer	NRAS|HRAS|TP53	1585.2540013758867	109.9015818337956
1432.9596728738834	12.758724784000975	0.8730000000000001	404	187	BLCA	CARBOPLATIN	Approved in cancer	BRCA2|PTEN|BRCA1	1321.488117747237	173.75569312381128
1062.9146720319857	6.282461199557616	0.597	404	185	BLCA	GEDATOLISIB	Clinical trials in cancer	NRAS|TP53|PTEN	1045.0584751172573	77.17207725194788
1422.3182938120606	-26.191769931776037	0.8720000000000001	404	184	BLCA	IRINOTECAN	Approved in cancer	BRCA2|BRCA1|ATM	1298.3251526696283	72.57156156126959
1053.9223124646437	-10.593793805087074	0.595	404	181	BLCA	PIMASERTIB	Clinical trials in cancer	NRAS|TP53|NF1	1007.5290419131702	65.196880835385
1043.8663501633287	5.373501582244046	0.594	404	180	BLCA	MIRDAMETINIB	Clinical trials in cancer	NRAS|TP53|PTEN	1031.47922987724	-143.47081933414316
1586.4169434339922	10.70720991340525	0.993	404	179	BLCA	PAZOPANIB	Approved in cancer	TP53|BRCA2|BRCA1	1579.4863728085804	53.58347199326312
1467.3772227104582	42.05240102726654	0.892	404	179	BLCA	VENETOCLAX	Approved in cancer	KRAS|TP53|PTEN	1432.1530579623206	-17.566390894809217
924.1103821370369	-1.2015760328791885	0.494	404	177	BLCA	DS-7423	Clinical trials in cancer	KRAS|TP53|PTEN	899.6842286964745	69.39634551146733
1549.1514046540588	0.4243354015395937	0.96	404	176	BLCA	VEMURAFENIB	Approved in cancer	HRAS|TP53|PTEN	1549.4762291000895	94.75533488678212
912.3008706341624	-15.411783140197201	0.492	404	176	BLCA	NAVITOCLAX	Clinical trials in cancer	KRAS|TP53|PTEN	862.4662938327873	-58.51458156717642
244.04606771280064	27.8330759920359	0.0004	404	176	BLCA	1173900-33-8	Experimental	TP53|PTEN|ATM	99.60564323718522	-50.9432048776423
1402.4392825945913	-1.1263735389587168	0.8620000000000001	404	175	BLCA	TOPOTECAN	Approved in cancer	TP53|PTEN|RB1	1371.4802558665879	248.90604029895673
257.7830217009857	-36.24537680146884	0.0004	404	175	BLCA	ABT-737	Experimental	KRAS|TP53|PTEN	128.08594509409028	12.7868468626273
1024.992455897067	-1.3821168252447364	0.5720000000000001	404	172	BLCA	NVP-CGM097	Clinical trials in cancer	PIK3CA|KRAS|TP53	943.4272438599546	-100.13995353929926
833.3571800919858	-6.834451931367113	0.432	404	171	BLCA	DEMCIZUMAB	Clinical trials in cancer	PIK3CA|KRAS|TP53	730.4823253928884	-26.635371959007813
333.4756304595164	0.42305518879445003	0.062	404	165	BLCA	EMODIN	Clinical trials	PIK3CA|TP53|BRCA1	333.5734555767337	-11.860349734444839
1449.4493572385134	40.66747786397599	0.892	404	164	BLCA	TAMOXIFEN	Approved in cancer	PIK3CA|TP53|BRCA1	1440.2422540701232	239.56115020941053
1008.0115062710175	3.183450543585934	0.5630000000000001	404	163	BLCA	RESVERATROL	Clinical trials in cancer	PIK3CA|TP53|BRCA1	950.8896139740019	-37.73596869649765
1473.6604628779814	-26.148702064335538	0.892	404	159	BLCA	DUVELISIB	Approved in cancer	PIK3CB|PIK3CA|TP53	1385.1671116164503	-260.5116648715591
1402.4250509649428	16.352174257676097	0.8620000000000001	404	158	BLCA	RALOXIFENE	Approved in cancer	PIK3CA|TP53	1444.5996064940332	-51.837904123708284
847.7790804193747	2.699044464749079	0.442	404	158	BLCA	TANESPIMYCIN	Clinical trials in cancer	PIK3CA|TP53	715.4974303856008	-58.980443200545935
1460.469189684107	25.879008927409757	0.892	404	156	BLCA	DOCETAXEL	Approved in cancer	KRAS|HRAS|TP53	1348.8892020847875	-87.83926142482345
1457.7765008773363	-22.174383450653437	0.893	404	152	BLCA	EVEROLIMUS	Approved in cancer	BRCA1|RB1|ATM	1425.393030559404	-274.0954881937656
980.8749790019542	14.380082935615349	0.543	404	149	BLCA	BERZOSERTIB	Clinical trials in cancer	BRCA2|BRCA1|ATM	937.8665271371306	57.53330080911823
1416.2032919420838	8.387789909175524	0.8720000000000001	404	143	BLCA	CICLOPHOSPHAMIDE	Approved in cancer	BRCA2|BRCA1|ATM	1313.51018805049	57.29225929550125
1444.7793539980828	25.26106065078548	0.892	404	141	BLCA	ABEMACICLIB	Approved in cancer	CDKN2A|NRAS|TP53	1468.7656429773926	100.40815771140831
1396.0393063193353	-16.48399220159297	0.8520000000000001	404	141	BLCA	VORINOSTAT	Approved in cancer	TP53|PTEN|RB1	1394.1316503891217	183.19735927325826
1595.8172811466438	-19.35797825095247	0.999	404	138	BLCA	ENCORAFENIB	Approved in cancer	KRAS|TP53|PTEN	1599.0188045694772	115.32460022793157
1453.168706726354	-7.540483199317947	0.892	404	138	BLCA	METHOTREXATE	Approved in cancer	IDH1|TP53|RB1	1436.162476861793	228.31632831433978
873.7664758163039	0.4403713444835944	0.462	404	138	BLCA	ADAVOSERTIB	Clinical trials in cancer	NRAS|TP53|BRCA1	794.2388824651009	76.35027652448531
283.0340080425331	6.654439964913195	0.024	404	138	BLCA	LY3009120	Clinical trials	KRAS|NRAS|TP53	183.35626946351627	112.0655873516593
1405.5619495604465	-28.371593893331976	0.8620000000000001	404	137	BLCA	CRIZOTINIB	Approved in cancer	KRAS|CDKN2A|TP53	1315.9033671266643	100.86075349998481
1144.0665413964366	0.43630792179808964	0.6619999999999999	404	137	BLCA	MERCAPTOPURINE	Approved in other pathologies and in clinical trials in cancer	IDH1|TP53|RB1	1112.2134104002635	54.3920667652628
255.32111592162443	39.734741559187455	0.0004	404	135	BLCA	PF-477736	Experimental	KRAS|CDKN2A|TP53	217.77161648989585	44.79507761531167
1375.3384178231036	1.5047762932118474	0.8330000000000001	404	134	BLCA	PEMBROLIZUMAB	Approved in same tumor type	TP53|MSH2|MSH6	1373.5381005100123	100.8809671411446
260.3257240211388	26.342633817410217	0.0004	404	134	BLCA	167869-21-8	Experimental	ERBB2|HRAS|TP53	218.0628298248943	105.55856550663538
270.94647624538584	-16.358997213234858	0.0004	404	133	BLCA	PLUMBAGIN	Experimental	ERBB2|TP53|EP300	181.716902292175	51.09563427102282
227.20580634132912	6.420594571821994	0.0004	404	133	BLCA	RUFOCROMOMYCIN	Experimental	IDH1|TP53|ATM	255.3278960064146	73.68173435585908
1436.2864609570213	-35.206070641385	0.8720000000000001	404	132	BLCA	ETOPOSIDE	Approved in cancer	TP53|BRCA2|ATM	1431.848427746811	-196.89257629530593
1377.9047643901667	15.457598207566065	0.8320000000000001	404	132	BLCA	LORLATINIB	Approved in cancer	TP53|RB1	1303.4515606535922	-141.31631614817474
907.8729503699516	0.21914895401039303	0.493	404	132	BLCA	SELICICLIB	Clinical trials in cancer	TP53|RB1	882.1714862907781	20.131867055320043
833.5100809466163	9.11753815738183	0.432	404	131	BLCA	AZD6738	Clinical trials in cancer	TP53|BRCA2|ATM	708.3559987135782	105.14489370064075
257.5554465342887	-20.23930474794679	0.0004	404	129	BLCA	COUMARIN 7	Experimental	NPC1|TP53|ATM	199.4878132753982	-80.68614545360015
1410.2749787945093	-15.063503157988805	0.8620000000000001	404	128	BLCA	PANITUMUMAB	Approved in cancer	HRAS|TP53|PTEN	1408.2581735904519	-35.486882674444956
1317.1911069628918	12.364251241638385	0.792	404	127	BLCA	ASPIRIN	Approved in other pathologies and in clinical trials in cancer	GFAP|TSC1|TP53	1198.3879538144115	-110.37174802268801
1116.5210034392499	0.4368767966258531	0.642	404	127	BLCA	CHLORAMBUCIL	Approved in other pathologies and in clinical trials in cancer	TP53|BRCA2|BRCA1	1103.8251764249076	-88.37083755210271
241.92948755277098	43.679486500537735	0.0004	404	127	BLCA	TRACAZOLATE	Experimental	TP53|KMT2A|CREBBP	100.73941046644858	-167.39945346558628
1389.6903827434094	8.344172448973268	0.8530000000000001	404	126	BLCA	IBRUTINIB	Approved in cancer	ERBB2|TP53|ATM	1257.3404280928999	228.0033989107465
1130.0468881159663	0.43545874195692136	0.652	404	126	BLCA	AZACITIDINE	Approved in other pathologies and in clinical trials in cancer	IDH1|ASXL1|TP53	1094.0435508752207	77.2042088587288
1416.0650015413044	22.64877951749918	0.8620000000000001	404	125	BLCA	DOXORUBICIN HYDROCHLORIDE	Approved in same tumor type	IDH1|TP53|BRCA1	1303.8332186541973	42.067810080686144
977.3638936692925	-14.202656520048265	0.542	404	125	BLCA	GENISTEIN	Clinical trials in cancer	AKT1|NPC1|TP53	928.9763518370635	-97.01187631968864
817.7407743545482	-5.75824302184526	0.422	404	125	BLCA	ONC201	Clinical trials in cancer	AKT1|TP53|PTEN	684.7105866840227	94.11243337030368
675.2534863049029	0.4501854070733202	0.315	404	125	BLCA	TRIAMTERENE	Approved in other pathologies	NFE2L2|IDH1|TP53	607.9372654309275	-29.819527560450183
268.9481427522072	37.10661802781095	0.0004	404	125	BLCA	1,10-PHENANTHROLINE	Experimental	RUNX1|IDH1|TP53	157.5435202316019	-99.16566530437109
240.26894782247516	10.794171511222714	0.0004	404	125	BLCA	3-METHYLTOXOFLAVIN	Experimental	NFE2L2|IDH1|TP53	182.21640879516417	-8.412223912271003
241.94230523405196	-36.98493110411127	0.0004	404	125	BLCA	SMR000031817	Experimental	CTNNB1|IDH1|TP53	155.6973308359667	-1.0762910891081958
644.2658373202321	11.785386346166064	0.292	404	124	BLCA	AZATHIOPRINE	Approved in other pathologies	NFE2L2|IDH1|TP53	602.673018689905	-16.89868225004588
590.2594459902341	0.43922839051552387	0.252	404	124	BLCA	HEXACHLOROPHENE	Approved in other pathologies	NFE2L2|IDH1|TP53	535.9006621159723	-37.54006475008475
